contest_name,year,ward,anc,smd,candidate,votes,over_votes,under_votes
1A07,2014,1,A,07,WRITE-IN,31,1,189
1A08,2014,1,A,08,KENT BOESE,586,0,193
1A08,2014,1,A,08,WRITE-IN,15,0,193
1A09,2014,1,A,09,BOBBY HOLMES,209,0,80
1A09,2014,1,A,09,KEITH DOKHO,148,0,80
1A09,2014,1,A,09,WRITE-IN,6,0,80
1A10,2014,1,A,10,RASHIDA BROWN,481,0,99
1A10,2014,1,A,10,WRITE-IN,24,0,99
1A11,2014,1,A,11,DOTTI LOVE WADE,307,0,159
1A11,2014,1,A,11,WRITE-IN,26,0,159
1A12,2014,1,A,12,COLLEEN COSTELLO,117,0,151
1A12,2014,1,A,12,MARGARET HUNDLEY,186,0,151
1A12,2014,1,A,12,WRITE-IN,5,0,151
1B01,2014,1,B,01,BRIAN FOOTER,520,0,152
1B01,2014,1,B,01,WRITE-IN,24,0,152
1B02,2014,1,B,02,ELLEN NEDROW SULLIVAN,384,0,274
1B02,2014,1,B,02,JENNIE NEVIN,189,0,274
1B02,2014,1,B,02,WRITE-IN,25,0,274
1B03,2014,1,B,03,PATRICK NELSON,198,0,143
1B03,2014,1,B,03,SEDRICK MUHAMMAD,221,0,143
1B03,2014,1,B,03,WRITE-IN,6,0,143
1B04,2014,1,B,04,KEVIN CAIN,511,0,226
1B04,2014,1,B,04,WRITE-IN,27,0,226
1B05,2014,1,B,05,NICOLAS FERREYROS,404,0,196
1B05,2014,1,B,05,WRITE-IN,18,0,196
1B06,2014,1,B,06,DAVID GILLILAND,203,0,163
1B06,2014,1,B,06,DYANA NM FORESTER,204,0,163
1B06,2014,1,B,06,WRITE-IN,12,0,163
1B07,2014,1,B,07,JESSICA LAURA SMITH,141,0,56
1B07,2014,1,B,07,JUAN E. LOPEZ,102,0,56
1B07,2014,1,B,07,WRITE-IN,4,0,56
1B08,2014,1,B,08,MARK RANSLEM,350,0,203
1B08,2014,1,B,08,WRITE-IN,24,0,203
1B09,2014,1,B,09,JAMES A. TURNER,412,0,138
1B09,2014,1,B,09,WRITE-IN,30,0,138
1B10,2014,1,B,10,ALLYSON N. CARPENTER,79,0,33
1B10,2014,1,B,10,PAUL GLICKSMAN,33,0,33
1B10,2014,1,B,10,WRITE-IN,3,0,33
1B11,2014,1,B,11,ROBB HUDSON,209,0,88
1B11,2014,1,B,11,WRITE-IN,16,0,88
1B12,2014,1,B,12,JOHN C. GREEN,393,0,158
1B12,2014,1,B,12,MATT ABBRUZZESE,257,0,158
1B12,2014,1,B,12,WRITE-IN,7,0,158
1C01,2014,1,C,01,SAMANTHA P. HICKS,533,0,258
1C01,2014,1,C,01,WRITE-IN,21,0,258
1C02,2014,1,C,02,HECTOR HUEZO,595,0,258
1C02,2014,1,C,02,WRITE-IN,14,0,258
1C03,2014,1,C,03,TED GUTHRIE,526,0,242
1C03,2014,1,C,03,WRITE-IN,23,0,242
1C04,2014,1,C,04,GABRIELA MOSSI,594,0,185
1C04,2014,1,C,04,WRITE-IN,14,0,185
1C05,2014,1,C,05,ALAN GAMBRELL,397,0,224
1C05,2014,1,C,05,WRITE-IN,25,0,224
1C06,2014,1,C,06,WILLIAM (BILLY) SIMPSON,437,0,209
1C06,2014,1,C,06,WRITE-IN,20,0,209
1C07,2014,1,C,07,WILSON REYNOLDS,444,0,156
1C07,2014,1,C,07,WRITE-IN,32,0,156
1C08,2014,1,C,08,NO CANDIDATE FILED,0,0,547
1C08,2014,1,C,08,WRITE-IN,154,0,547
1D01,2014,1,D,01,FRANKO FRANK O. AGBRO,555,0,238
1D01,2014,1,D,01,WRITE-IN,46,0,238
1D02,2014,1,D,02,ADAM HOEY,259,0,124
1D02,2014,1,D,02,WRITE-IN,20,0,124
1D03,2014,1,D,03,JACK McKAY,675,0,173
1D03,2014,1,D,03,WRITE-IN,54,0,173
1D04,2014,1,D,04,ROSA RIVAS,353,0,167
1D04,2014,1,D,04,WRITE-IN,28,0,167
1D05,2014,1,D,05,ARTURO GRIFFITHS,291,0,268
1D05,2014,1,D,05,ILANA HARRUS,270,0,268
1D05,2014,1,D,05,WRITE-IN,25,0,268
2A01,2014,2,A,01,PATRICK KENNEDY,83,0,16
2A01,2014,2,A,01,WRITE-IN,7,0,16
2A02,2014,2,A,02,REBECCA CODER,321,0,115
2A02,2014,2,A,02,WRITE-IN,11,0,115
2A03,2014,2,A,03,NO CANDIDATE FILED,0,0,285
2A03,2014,2,A,03,WRITE-IN,89,0,285
2A04,2014,2,A,04,THOMAS B. MARTIN,196,0,64
2A04,2014,2,A,04,WILLIAM K. SMITH,257,0,64
2A04,2014,2,A,04,WRITE-IN,2,0,64
2A05,2014,2,A,05,GRAHAM MICHAEL GALKA,47,0,52
2A05,2014,2,A,05,PHILIP J. SCHREFER,87,0,52
2A05,2014,2,A,05,WRITE-IN,4,0,52
2A06,2014,2,A,06,FLORENCE E. HARMON,185,0,94
2A06,2014,2,A,06,WRITE-IN,6,0,94
2A07,2014,2,A,07,JACKSON CARNES,95,0,24
2A07,2014,2,A,07,WRITE-IN,9,0,24
2A08,2014,2,A,08,NO CANDIDATE FILED,0,0,59
2A08,2014,2,A,08,WRITE-IN,27,0,59
2B01,2014,2,B,01,MIKE FELDSTEIN,431,0,173
2B01,2014,2,B,01,WRITE-IN,31,0,173
2B02,2014,2,B,02,DANIEL WARWICK,182,0,112
2B02,2014,2,B,02,JONATHAN PADGET,115,0,112
2B02,2014,2,B,02,WRITE-IN,5,0,112
2B03,2014,2,B,03,STEPHANIE MALTZ,403,0,175
2B03,2014,2,B,03,WRITE-IN,21,0,175
2B04,2014,2,B,04,MICHAEL UPRIGHT,515,0,259
2B04,2014,2,B,04,WRITE-IN,28,0,259
2B05,2014,2,B,05,ABIGAIL C. NICHOLS,233,0,149
2B05,2014,2,B,05,JONATHAN JAGODA,229,0,149
2B05,2014,2,B,05,WRITE-IN,2,0,149
2B06,2014,2,B,06,MIKE SILVERSTEIN,387,0,149
2B06,2014,2,B,06,WRITE-IN,12,0,149
2B07,2014,2,B,07,JUSTINE UNDERHILL,462,1,201
2B07,2014,2,B,07,WRITE-IN,24,1,201
2B08,2014,2,B,08,NICOLE MANN,297,0,215
2B08,2014,2,B,08,ROBERT SINNERS,207,0,215
2B08,2014,2,B,08,WRITE-IN,10,0,215
2B09,2014,2,B,09,ED HANLON,217,1,118
2B09,2014,2,B,09,NOAH SMITH,429,1,118
2B09,2014,2,B,09,WRITE-IN,6,1,118
2C01,2014,2,C,01,JOHN TINPE,276,0,138
2C01,2014,2,C,01,WRITE-IN,14,0,138
2C02,2014,2,C,02,HAROLD A. CLOSTER,251,0,111
2C02,2014,2,C,02,WRITE-IN,27,0,111
2C03,2014,2,C,03,JEFFREY HIGGINS,249,0,119
2C03,2014,2,C,03,KEVIN WILSEY,99,0,119
2C03,2014,2,C,03,WRITE-IN,3,0,119
2D01,2014,2,D,01,DAVID R. BENDER,320,0,131
2D01,2014,2,D,01,WRITE-IN,41,0,131
2D02,2014,2,D,02,NO CANDIDATE FILED,0,0,280
2D02,2014,2,D,02,WRITE-IN,207,0,280
2E01,2014,2,E,01,ED SOLOMON,329,0,93
2E01,2014,2,E,01,WRITE-IN,18,0,93
2E02,2014,2,E,02,RON LEWIS,339,0,106
2E02,2014,2,E,02,WRITE-IN,22,0,106
2E03,2014,2,E,03,JEFFREY L. JONES,273,0,122
2E03,2014,2,E,03,WRITE-IN,22,0,122
2E04,2014,2,E,04,NO CANDIDATE FILED,0,0,14
2E04,2014,2,E,04,WRITE-IN,8,0,14
2E05,2014,2,E,05,BILL STARRELS,167,0,71
2E05,2014,2,E,05,WRITE-IN,15,0,71
2E06,2014,2,E,06,TOM BIRCH,440,0,138
2E06,2014,2,E,06,WRITE-IN,21,0,138
2E07,2014,2,E,07,ELEANOR (ELLIE) BUDIC,156,1,121
2E07,2014,2,E,07,MONICA L. ROACHE,303,1,121
2E07,2014,2,E,07,WRITE-IN,8,1,121
2E08,2014,2,E,08,NO CANDIDATE FILED,0,0,32
2E08,2014,2,E,08,WRITE-IN,20,0,32
2F01,2014,2,F,01,KATHERINE GORDON,487,0,208
2F01,2014,2,F,01,WRITE-IN,17,0,208
2F02,2014,2,F,02,KARIN BERRY,444,0,207
2F02,2014,2,F,02,WRITE-IN,11,0,207
2F03,2014,2,F,03,NO CANDIDATE FILED,0,0,583
2F03,2014,2,F,03,WRITE-IN,101,0,583
2F04,2014,2,F,04,JOHN FANNING,473,0,187
2F04,2014,2,F,04,WRITE-IN,15,0,187
2F05,2014,2,F,05,JIM LAMARE,295,2,139
2F05,2014,2,F,05,WRITE-IN,17,2,139
2F06,2014,2,F,06,CHARLIE BENGEL,305,0,80
2F06,2014,2,F,06,DANIELLE W. PIERCE,204,0,80
2F06,2014,2,F,06,WRITE-IN,2,0,80
2F07,2014,2,F,07,NO CANDIDATE FILED,0,0,322
2F07,2014,2,F,07,WRITE-IN,79,0,322
2F08,2014,2,F,08,KEVIN DEELEY,256,0,94
2F08,2014,2,F,08,WRITE-IN,19,0,94
3B01,2014,3,B,01,ANN LANE MLADINOV,279,0,94
3B01,2014,3,B,01,JOE FIORILLO,209,0,94
3B01,2014,3,B,01,WRITE-IN,7,0,94
3B02,2014,3,B,02,JACKIE BLUMENTHAL,337,0,107
3B02,2014,3,B,02,WRITE-IN,18,0,107
3B03,2014,3,B,03,ABIGAIL ZENNER,408,0,132
3B03,2014,3,B,03,WRITE-IN,27,0,132
3B04,2014,3,B,04,MARY C. YOUNG,621,0,333
3B04,2014,3,B,04,WRITE-IN,18,0,333
3B05,2014,3,B,05,BRIAN TURMAIL,299,0,104
3B05,2014,3,B,05,J. P. MONTALVAN,161,0,104
3B05,2014,3,B,05,WRITE-IN,10,0,104
3C01,2014,3,C,01,LEE BRIAN REBA,445,1,186
3C01,2014,3,C,01,WRITE-IN,31,1,186
3C02,2014,3,C,02,GWENDOLYN BOLE,454,0,187
3C02,2014,3,C,02,WRITE-IN,15,0,187
3C03,2014,3,C,03,DAVID S. VALDEZ,556,0,214
3C03,2014,3,C,03,WRITE-IN,11,0,214
3C04,2014,3,C,04,NO CANDIDATE FILED,0,0,427
3C04,2014,3,C,04,WRITE-IN,130,0,427
3C05,2014,3,C,05,MARGARET A. SIEGEL,649,0,274
3C05,2014,3,C,05,WRITE-IN,30,0,274
3C06,2014,3,C,06,CARL ROLLER,457,0,135
3C06,2014,3,C,06,WRITE-IN,11,0,135
3C07,2014,3,C,07,VICTOR SILVEIRA,429,0,169
3C07,2014,3,C,07,WRITE-IN,23,0,169
3C08,2014,3,C,08,CATHERINE MAY,511,1,185
3C08,2014,3,C,08,WRITE-IN,11,1,185
3C09,2014,3,C,09,NANCY J. MacWOOD,540,0,181
3C09,2014,3,C,09,WRITE-IN,44,0,181
3D01,2014,3,D,01,BENJAMIN TESSLER,328,0,81
3D01,2014,3,D,01,WILLIAM SPENCE SPENCER,355,0,81
3D01,2014,3,D,01,WRITE-IN,13,0,81
3D02,2014,3,D,02,THOMAS "TOM" SMITH,272,0,93
3D02,2014,3,D,02,WRITE-IN,11,0,93
3D03,2014,3,D,03,NAN S. WELLS,494,0,171
3D03,2014,3,D,03,WRITE-IN,14,0,171
3D04,2014,3,D,04,STU ROSS,548,0,142
3D04,2014,3,D,04,WRITE-IN,20,0,142
3D05,2014,3,D,05,ALMA H. GATES,342,0,149
3D05,2014,3,D,05,GORDON KIT,118,0,149
3D05,2014,3,D,05,JAMESON PAUL FREEMAN,57,0,149
3D05,2014,3,D,05,WRITE-IN,16,0,149
3D06,2014,3,D,06,STEPHEN GARDNER,327,0,131
3D06,2014,3,D,06,WRITE-IN,25,0,131
3D07,2014,3,D,07,NO CANDIDATE FILED,0,0,28
3D07,2014,3,D,07,WRITE-IN,11,0,28
3D08,2014,3,D,08,MIKE N. GOLD,351,0,149
3D08,2014,3,D,08,WRITE-IN,23,0,149
3D09,2014,3,D,09,CONRAD J. DeWITTE JR.,378,0,210
3D09,2014,3,D,09,WRITE-IN,14,0,210
3D10,2014,3,D,10,SILVIA LUCERO,115,0,49
3D10,2014,3,D,10,WRITE-IN,8,0,49
3E01,2014,3,E,01,ANNE WALLACE,397,1,283
3E01,2014,3,E,01,KATHLEEN SWEETAPPLE,209,1,283
3E01,2014,3,E,01,WRITE-IN,31,1,283
3E02,2014,3,E,02,AMY B. HALL,596,0,216
3E02,2014,3,E,02,WRITE-IN,23,0,216
3E03,2014,3,E,03,JONATHAN BENDER,537,0,203
3E03,2014,3,E,03,WRITE-IN,36,0,203
3E04,2014,3,E,04,SANDY SHAPIRO,266,0,146
3E04,2014,3,E,04,TOM QUINN,415,0,146
3E04,2014,3,E,04,WRITE-IN,7,0,146
3E05,2014,3,E,05,ED McALLISTER,109,1,134
3E05,2014,3,E,05,JOAN SILVER,87,1,134
3E05,2014,3,E,05,JONATHAN McHUGH,313,1,134
3E05,2014,3,E,05,WRITE-IN,11,1,134
3F01,2014,3,F,01,ADAM SCOTT TOPE,493,0,253
3F01,2014,3,F,01,WRITE-IN,13,0,253
3F02,2014,3,F,02,BRETT GRINDROD,226,1,197
3F02,2014,3,F,02,KAREN PERRY,317,1,197
3F02,2014,3,F,02,WRITE-IN,14,1,197
3F03,2014,3,F,03,MARY BETH RAY,531,0,204
3F03,2014,3,F,03,WRITE-IN,32,0,204
3F04,2014,3,F,04,SALLY W. GRESHAM,353,0,133
3F04,2014,3,F,04,WRITE-IN,12,0,133
3F05,2014,3,F,05,NO CANDIDATE FILED,0,0,613
3F05,2014,3,F,05,WRITE-IN,79,0,613
3F06,2014,3,F,06,MALACHY NUGENT,534,0,248
3F06,2014,3,F,06,WRITE-IN,21,0,248
3F07,2014,3,F,07,NO CANDIDATE FILED,0,0,498
3F07,2014,3,F,07,WRITE-IN,179,0,498
3G01,2014,3,G,01,BRIAN OLIVER,309,0,113
3G01,2014,3,G,01,CAROLYN "CALLIE" COOK,533,0,113
3G01,2014,3,G,01,WRITE-IN,6,0,113
3G02,2014,3,G,02,CHANDA TUCK GARFIELD,573,0,309
3G02,2014,3,G,02,WRITE-IN,42,0,309
3G03,2014,3,G,03,RANDY SPECK,638,0,315
3G03,2014,3,G,03,WRITE-IN,29,0,315
3G04,2014,3,G,04,REBECCA MAYDAK,684,0,240
3G04,2014,3,G,04,WRITE-IN,36,0,240
3G05,2014,3,G,05,PETER SHAPIRO,649,0,221
3G05,2014,3,G,05,WRITE-IN,28,0,221
3G06,2014,3,G,06,ALLEN SEEBER,212,1,243
3G06,2014,3,G,06,DAN BRADFIELD,288,1,243
3G06,2014,3,G,06,WRITE-IN,3,1,243
3G07,2014,3,G,07,CHRIS FROMBOLUTI,558,0,220
3G07,2014,3,G,07,WRITE-IN,21,0,220
4A01,2014,4,A,01,ACQUNETTA ANDERSON,419,0,162
4A01,2014,4,A,01,KARL KENNEDY,367,0,162
4A01,2014,4,A,01,WRITE-IN,19,0,162
4A02,2014,4,A,02,DWAYNE M. TOLIVER,884,0,153
4A02,2014,4,A,02,WRITE-IN,31,0,153
4A03,2014,4,A,03,STEPHEN A. "STEVE" WHATLEY,446,0,120
4A03,2014,4,A,03,WRITE-IN,13,0,120
4A04,2014,4,A,04,PATIENCE R. SINGLETON,522,0,144
4A04,2014,4,A,04,WRITE-IN,13,0,144
4A05,2014,4,A,05,KIMBERLY A. WORTHY,247,0,88
4A05,2014,4,A,05,WRITE-IN,2,0,88
4A06,2014,4,A,06,KARRYE Y. BRAXTON,237,0,81
4A06,2014,4,A,06,WRITE-IN,9,0,81
4A07,2014,4,A,07,DAVE WILSON,452,0,153
4A07,2014,4,A,07,WRITE-IN,22,0,153
4A08,2014,4,A,08,GALE BLACK,779,0,213
4A08,2014,4,A,08,WRITE-IN,36,0,213
4B01,2014,4,B,01,ANDRE R. CARLEY,493,1,189
4B01,2014,4,B,01,CHARLES E. ONWUCHE JR.,158,1,189
4B01,2014,4,B,01,WRITE-IN,25,1,189
4B02,2014,4,B,02,DESIREE R. WOODARD,230,0,136
4B02,2014,4,B,02,FRANK JONES III,373,0,136
4B02,2014,4,B,02,WRITE-IN,12,0,136
4B03,2014,4,B,03,FRED GRANT,607,0,163
4B03,2014,4,B,03,WRITE-IN,22,0,163
4B04,2014,4,B,04,BRENDA PARKS,633,0,139
4B04,2014,4,B,04,WRITE-IN,24,0,139
4B05,2014,4,B,05,BRENDA SPEAKS,344,0,63
4B05,2014,4,B,05,EARL E. BIGLOW,118,0,63
4B05,2014,4,B,05,WRITE-IN,6,0,63
4B06,2014,4,B,06,RONALD (RON) AUSTIN,624,0,163
4B06,2014,4,B,06,WRITE-IN,41,0,163
4B07,2014,4,B,07,JUDI JONES,740,0,207
4B07,2014,4,B,07,WRITE-IN,46,0,207
4B08,2014,4,B,08,CAMILLE A. STEWART,630,0,173
4B08,2014,4,B,08,WRITE-IN,27,0,173
4B09,2014,4,B,09,DOUGLASS SLOAN,369,0,86
4B09,2014,4,B,09,TISCHA COCKRELL,345,0,86
4B09,2014,4,B,09,WRITE-IN,9,0,86
4C01,2014,4,C,01,T. A. UQDAH,436,0,137
4C01,2014,4,C,01,WRITE-IN,13,0,137
4C02,2014,4,C,02,JOSEPH MALONEY,619,0,204
4C02,2014,4,C,02,WRITE-IN,31,0,204
4C03,2014,4,C,03,JEFF STANDISH,477,0,146
4C03,2014,4,C,03,WRITE-IN,22,0,146
4C04,2014,4,C,04,CAMILLE LOYA,58,1,65
4C04,2014,4,C,04,MICHAEL HALPERN,125,1,65
4C04,2014,4,C,04,RICKEY WILLIAMS JR.,128,1,65
4C04,2014,4,C,04,WRITE-IN,1,1,65
4C05,2014,4,C,05,WRITE-IN,16,0,154
4C05,2014,4,C,05,ZACH TEUTSCH,285,0,154
4C06,2014,4,C,06,VANN-DI M. GALLOWAY,479,0,181
4C06,2014,4,C,06,WRITE-IN,28,0,181
4C07,2014,4,C,07,DREW SCHNEIDER,250,0,176
4C07,2014,4,C,07,JOHN-PAUL C. HAYWORTH,279,0,176
4C07,2014,4,C,07,WRITE-IN,18,0,176
4C08,2014,4,C,08,JAMES SALT,275,0,122
4C08,2014,4,C,08,TIMOTHY A. JONES,345,0,122
4C08,2014,4,C,08,WRITE-IN,14,0,122
4C09,2014,4,C,09,JOSEPH MARTIN,375,0,118
4C09,2014,4,C,09,STEPHEN MARENCIC JR.,127,0,118
4C09,2014,4,C,09,WRITE-IN,17,0,118
4C10,2014,4,C,10,KATHLEEN M. CROWLEY,313,0,113
4C10,2014,4,C,10,MONICA P. BLAIR,275,0,113
4C10,2014,4,C,10,WRITE-IN,22,0,113
4D01,2014,4,D,01,MELISSA LINDSJO,116,1,125
4D01,2014,4,D,01,NANCY E. ROTH,170,1,125
4D01,2014,4,D,01,WRITE-IN,19,1,125
4D02,2014,4,D,02,RENEE L. BOWSER,538,0,94
4D02,2014,4,D,02,WRITE-IN,13,0,94
4D03,2014,4,D,03,LISA COLBERT,552,0,171
4D03,2014,4,D,03,WRITE-IN,33,0,171
4D04,2014,4,D,04,DAVID SHEON,254,2,90
4D04,2014,4,D,04,DONNA BROCKINGTON,243,2,90
4D04,2014,4,D,04,WRITE-IN,5,2,90
4D05,2014,4,D,05,KRYSTAL BRANTON,303,0,105
4D05,2014,4,D,05,VALIKIA R. NEWSOME,84,0,105
4D05,2014,4,D,05,WRITE-IN,9,0,105
4D06,2014,4,D,06,BILL QUIRK,484,1,131
4D06,2014,4,D,06,WRITE-IN,35,1,131
5A01,2014,5,A,01,FRANK WILDS,719,0,132
5A01,2014,5,A,01,WRITE-IN,11,0,132
5A02,2014,5,A,02,GRACE J. LEWIS,639,1,149
5A02,2014,5,A,02,WRITE-IN,19,1,149
5A03,2014,5,A,03,ADRIAN T. JORDAN,659,0,173
5A03,2014,5,A,03,WRITE-IN,34,0,173
5A04,2014,5,A,04,NO CANDIDATE FILED,0,0,26
5A04,2014,5,A,04,WRITE-IN,2,0,26
5A05,2014,5,A,05,RONNIE EDWARDS,226,0,68
5A05,2014,5,A,05,WRITE-IN,7,0,68
5A06,2014,5,A,06,JASMINE N. WHITE,410,0,127
5A06,2014,5,A,06,WRITE-IN,19,0,127
5A07,2014,5,A,07,SANDI WASHINGTON,255,0,85
5A07,2014,5,A,07,WRITE-IN,7,0,85
5A08,2014,5,A,08,ANGEL SHERRI ALSTON,589,0,130
5A08,2014,5,A,08,WRITE-IN,28,0,130
5B01,2014,5,B,01,GAYLE HALL-CARLEY,499,0,108
5B01,2014,5,B,01,TIMOTHY THOMAS,333,0,108
5B01,2014,5,B,01,WRITE-IN,12,0,108
5B02,2014,5,B,02,URSULA HIGGINS,618,0,218
5B02,2014,5,B,02,WRITE-IN,75,0,218
5B03,2014,5,B,03,MICHAEL IAN MORRISON,679,0,179
5B03,2014,5,B,03,WRITE-IN,37,0,179
5B04,2014,5,B,04,JOSE (JOE) L. BARRIOS JR.,420,0,98
5B04,2014,5,B,04,RAYSEEN WOODLAND,206,0,98
5B04,2014,5,B,04,WRITE-IN,11,0,98
5B05,2014,5,B,05,NO CANDIDATE FILED,0,0,544
5B05,2014,5,B,05,WRITE-IN,265,0,544
5C01,2014,5,C,01,GAIL BREVARD,433,0,122
5C01,2014,5,C,01,SALADIN JERU,144,0,122
5C01,2014,5,C,01,WRITE-IN,17,0,122
5C02,2014,5,C,02,WALTER DELEON,423,0,135
5C02,2014,5,C,02,WRITE-IN,35,0,135
5C03,2014,5,C,03,ROBERT BOB KING,337,0,70
5C03,2014,5,C,03,ROBERT LOOPER III,436,0,70
5C03,2014,5,C,03,WRITE-IN,2,0,70
5C04,2014,5,C,04,JACQUELINE MANNING,344,0,161
5C04,2014,5,C,04,RODERICK L. JOHNSON,154,0,161
5C04,2014,5,C,04,WRITE-IN,16,0,161
5C05,2014,5,C,05,FLANDERS SHARP,114,1,64
5C05,2014,5,C,05,REGINA JAMES,336,1,64
5C05,2014,5,C,05,WRITE-IN,14,1,64
5C06,2014,5,C,06,MERCILE BANKS,148,0,56
5C06,2014,5,C,06,MONIQUE C. SMITH,242,0,56
5C06,2014,5,C,06,WRITE-IN,12,0,56
5C07,2014,5,C,07,NOLAN TREADWAY,569,0,150
5C07,2014,5,C,07,WRITE-IN,27,0,150
5D01,2014,5,D,01,PETA-GAY S. LEWIS,137,0,65
5D01,2014,5,D,01,WRITE-IN,10,0,65
5D02,2014,5,D,02,DARLENE T. MILES-HARRISON,74,1,68
5D02,2014,5,D,02,KEISHA L. SHROPSHIRE,169,1,68
5D02,2014,5,D,02,VONETTA DUMAS,147,1,68
5D02,2014,5,D,02,WRITE-IN,8,1,68
5D03,2014,5,D,03,ADAM ROBERTS,192,2,101
5D03,2014,5,D,03,TROY WATSON,172,2,101
5D03,2014,5,D,03,WRITE-IN,18,2,101
5D04,2014,5,D,04,BERNICE S. BLACKNELL,173,1,68
5D04,2014,5,D,04,WRITE-IN,10,1,68
5D05,2014,5,D,05,KATHY HENDERSON,165,1,57
5D05,2014,5,D,05,MARJORIE D. THOMAS-BARNES,117,1,57
5D05,2014,5,D,05,WRITE-IN,6,1,57
5D06,2014,5,D,06,GEORGE JACKSON,199,0,147
5D06,2014,5,D,06,H. YVONNE BUGGS,206,0,147
5D06,2014,5,D,06,WRITE-IN,15,0,147
5D06,2014,5,D,06,YOOMIE HUYNH,100,0,147
5D07,2014,5,D,07,NO CANDIDATE FILED,0,0,409
5D07,2014,5,D,07,WRITE-IN,103,0,409
5E01,2014,5,E,01,DEBORAH "DEBBIE SMITH" STEINER,233,0,98
5E01,2014,5,E,01,WILLIAM BOSTON,204,0,98
5E01,2014,5,E,01,WRITE-IN,16,0,98
5E02,2014,5,E,02,CHRISTY "LOVE" DAVIS,213,0,78
5E02,2014,5,E,02,WRITE-IN,12,0,78
5E03,2014,5,E,03,ALEX MARCO UNDERWOOD,229,0,192
5E03,2014,5,E,03,NES ROBINSON,87,0,192
5E03,2014,5,E,03,RENEE T. LEWIS,293,0,192
5E03,2014,5,E,03,WRITE-IN,26,0,192
5E04,2014,5,E,04,ADAM DUFFY,289,0,77
5E04,2014,5,E,04,SYLVIA M. PINKNEY,348,0,77
5E04,2014,5,E,04,WRITE-IN,5,0,77
5E05,2014,5,E,05,BRADLEY ASHTON THOMAS,327,0,142
5E05,2014,5,E,05,JOYCE ROBINSON-PAUL,207,0,142
5E05,2014,5,E,05,MILES S. HOLLOMAN,37,0,142
5E05,2014,5,E,05,WRITE-IN,12,0,142
5E06,2014,5,E,06,TERI JANINE TJ QUINN,472,0,146
5E06,2014,5,E,06,WRITE-IN,26,0,146
5E07,2014,5,E,07,BERTHA HOLLIDAY,323,1,189
5E07,2014,5,E,07,BETSY McDANIEL,322,1,189
5E07,2014,5,E,07,WRITE-IN,12,1,189
5E08,2014,5,E,08,AUSTIN L. PEARL,574,1,135
5E08,2014,5,E,08,WRITE-IN,20,1,135
5E09,2014,5,E,09,C. DIANNE BARNES,278,2,68
5E09,2014,5,E,09,KIRBY VINING,247,2,68
5E09,2014,5,E,09,WRITE-IN,9,2,68
5E10,2014,5,E,10,NANCY D. JONES,298,2,72
5E10,2014,5,E,10,SALLY HOBAUGH,314,2,72
5E10,2014,5,E,10,WRITE-IN,28,2,72
6A01,2014,6,A,01,ANDY CLARK,144,1,162
6A01,2014,6,A,01,J. OMAR MAHMUD,255,1,162
6A01,2014,6,A,01,RAPHAEL V. MARSHALL,245,1,162
6A01,2014,6,A,01,WRITE-IN,11,1,162
6A02,2014,6,A,02,PHIL TOOMAJIAN,607,0,235
6A02,2014,6,A,02,WRITE-IN,30,0,235
6A03,2014,6,A,03,NO CANDIDATE FILED,0,0,660
6A03,2014,6,A,03,WRITE-IN,278,0,660
6A04,2014,6,A,04,MATT LEVY,538,1,55
6A04,2014,6,A,04,NICK ALBERTI,312,1,55
6A04,2014,6,A,04,WRITE-IN,2,1,55
6A05,2014,6,A,05,HASSAN CHRISTIAN,238,0,241
6A05,2014,6,A,05,PATRICK M. MALONE,467,0,241
6A05,2014,6,A,05,WRITE-IN,30,0,241
6A06,2014,6,A,06,STEPHANIE ZIMNY,367,0,147
6A06,2014,6,A,06,TODD SLOVES,280,0,147
6A06,2014,6,A,06,WRITE-IN,18,0,147
6A07,2014,6,A,07,SONDRA PHILLIPS-GILBERT,358,1,92
6A07,2014,6,A,07,WRITE-IN,17,1,92
6A08,2014,6,A,08,CALVIN WARD,534,0,153
6A08,2014,6,A,08,WRITE-IN,54,0,153
6B01,2014,6,B,01,JENNIFER E. SAMOLYK,498,0,217
6B01,2014,6,B,01,WRITE-IN,21,0,217
6B02,2014,6,B,02,GERALD "JERRY" SROUFE,343,0,144
6B02,2014,6,B,02,K. DIANE HOSKINS,457,0,144
6B02,2014,6,B,02,WRITE-IN,7,0,144
6B03,2014,6,B,03,CLAUDIA HOLWILL,215,1,260
6B03,2014,6,B,03,JAMES M. LOOTS,242,1,260
6B03,2014,6,B,03,KELLY VIELMO,136,1,260
6B03,2014,6,B,03,WRITE-IN,17,1,260
6B04,2014,6,B,04,KIRSTEN OLDENBURG,549,1,148
6B04,2014,6,B,04,WRITE-IN,41,1,148
6B05,2014,6,B,05,CARL B. REEVERTS,132,0,119
6B05,2014,6,B,05,ELLEN OPPER-WEINER,266,0,119
6B05,2014,6,B,05,STEVE HAGEDORN,439,0,119
6B05,2014,6,B,05,WRITE-IN,13,0,119
6B06,2014,6,B,06,ANTHONY J. CASSILLO,270,1,241
6B06,2014,6,B,06,NICK BURGER,379,1,241
6B06,2014,6,B,06,WRITE-IN,15,1,241
6B07,2014,6,B,07,DANIEL CHAO,355,0,131
6B07,2014,6,B,07,WRITE-IN,15,0,131
6B08,2014,6,B,08,CHANDER JAYARAMAN,667,0,278
6B08,2014,6,B,08,WRITE-IN,34,0,278
